,tweet,user,user_statuses_count,user_followers,user_location,user_verified,fav_count,rt_count,tweet_date
231,"Without actually naming the Daily Beast article in question, the White House press secretary denies that Trump is pursuing a ""herd immunity"" strategy that Trump's favorite channel (and his Fox-sourced hack of an adviser, Scott Atlas) has pushed hard for. https://t.co/fQGfMLYNz5 https://t.co/LB3NK5h80G",Bobby Lewis,65041,57555,"Washington, DC",False,2,0,2020-10-29 12:52:36
232,Jobless claims: Fewer workers than expected sought new benefits as COVID-19 surges https://t.co/GCQO02myar via @YahooFinance,Magnolia Gallery,82217,1509,"Fairfax, Virginia",False,0,0,2020-10-29 12:52:36
233,"A Useful Pandemic: Davos Launches New ‘Reset,’ this Time on the Back of COVID https://t.co/X6kQF8MJGp",Andrew Stuttaford,60173,3044,,True,0,0,2020-10-29 12:52:36
234,"@GOPChairwoman @realDonaldTrump First let's hold Trump accountable for his negligence in his COVID 19 response HERE. Xi is not our president. Trump knew in early January what the virus could do. In true Trump fashion he thought lying about it, creating a false narrative &amp; politicizing health measures would help",#prolifeChristiansAgainstTrump,35034,351,The Never Trump community.,False,0,0,2020-10-29 12:52:36
235,"This is a really clear explanation of how coronavirus is transmitted: “Aerosol transmission of Covid-19: A room, a bar and a classroom: how the coronavirus is spread through the air” #COVID19 https://t.co/WGVAwyHPzL",Matt Ingram,6523,2102,Greater Toronto Hamilton Area,False,0,0,2020-10-29 12:52:35
236,"@CNN No one expects it to surpasses the pre covid period within 8 months.

Report the news. Save the opinion for your Biden campaign gathering.",RT,18848,39,,False,0,0,2020-10-29 12:52:35
237,#Moderna says on track to report late-stage COVID-19 vaccine data next month https://t.co/5dyl3nCVST https://t.co/gjUI3FE2ZF,Markets Today,359781,7188,"Tamil Nadu, India",False,0,0,2020-10-29 12:52:35
238,@patrickbrownont @regionofpeel @DrMohammadOsler @OslerHealth @CityBrampton You mandate masks for indoors yet here you are indoors giving a speech taking off your mask. Does covid run and hide from those giving speeches? Hypocritical a bit don’t you think,Andrew Rumbolt,3002,4,"Brampton, ON",False,0,0,2020-10-29 12:52:35
239,"Councillors have approved a major plan which paves the way for the District's recovery from Covid-19. Read more here: 
https://t.co/pWHUKa21Ym https://t.co/VnI4Ubb7DJ",West Oxfordshire District Council,8796,6444,Witney,False,0,0,2020-10-29 12:52:35
240,@wanderlustkarii I like my road trips and I’m a beach bum. I’m stuck in New Mexico until Covid chills and I’m not very optimistic about that happening soon.,Adrian Jimenez,88521,895,"Albuquerque, NM",False,0,0,2020-10-29 12:52:34
241,"@CosmoMotto @realDonaldTrump Nah, 227,000 americans died who had COVID,  how many died OF COVID?",March🍁Onward,2199,142,CANADA,False,0,0,2020-10-29 12:52:34
242,"@realDonaldTrump US Covid-19 Deaths: 229,016",Suzyq,10582,820,"SW Ontario, Canada",False,0,0,2020-10-29 12:52:34
243,"Diabetes Core Update : Diabetes Core Update: COVID-19 – Cardiovascular Concerns, April 2019 https://t.co/ZvutDaToMc",diabetini,338,133,,False,0,0,2020-10-29 12:52:34
244,"The Scottish Government has confirmed that #Moray will move to Protection Level 1 under Scotland’s Strategic Framework to suppress Covid-19. This will take effect from 6am on Monday 2 November.

https://t.co/cT5qwrqKtV",Moray Council,10648,11025,"Moray, Scotland",True,1,0,2020-10-29 12:52:34
245,"Officials in Trump's administration say, despite public denial, the president is actually pushing for a herd immunity strategy for COVID-19 https://t.co/vBddOpqzaH via @businessinsider",Herb Scribner,94179,6187,"Salt Lake City, UT",True,0,0,2020-10-29 12:52:33
246,Bobby Ball - one half of Cannon &amp; Ball - dies at 76 after testing positive for Covid-19 https://t.co/o1lrkr5r8w,Malvern Local,209014,4229,Malvern,False,0,0,2020-10-29 12:52:33
247,"@RhodeUpdates @NBC10_Connor As someone who works essential business in RI I've heard it all ""I've already had covid, can't get it again!"" 😳🙄 Or, ""I have really bad asthma"" I point to my coworker wearing a mask and say ""she has taken breathing treatments in the back room and is still wearing her mask!""",87VirgoGoddess,27320,1001,Where only real mfs R allowed,False,0,0,2020-10-29 12:52:33
248,Trump boasts he ended COVID-19 pandemic as US hits record cases and thousands die #MAGA https://t.co/s864A7522m,Jason Smith,5880,77,"Manalapan, FL",False,0,0,2020-10-29 12:52:33
249,"Atlanta GA, Augusta GA, Columbus GA, Chattanooga TN, Dothan AL, Coronavirus Vote Joe Biden Kamala Harris School Systems, Teachers Teach this Keep Kids Safe https://t.co/eCGSOFjvXL","Missouri Vote Life, Health & Safety, Fire Up",85137,3919,"Cape Girardeau, Missouri",False,0,0,2020-10-29 12:52:33
250,"@QuestionerMoney I think the covid response is the topic I've shifted most on in my life.  I was totally for lockdiwn.... now I'm majorly questioning lockdowns. I'm not sure any of the ""experts"" have much of a clue about how we deal with this.",northumbrian_,32948,1300,,False,0,0,2020-10-29 12:52:33
251,The baseball covid tempest is the stupidest thing. Y'all are gonna play a contact sport and fill up a stadium but this one dude is the problem? Crocodile tears,Broke Wagon,3110,40,"Kansas City, MO",False,0,0,2020-10-29 12:52:33
252,"In two weeks time, @Ian_Farrar chats to Carl Buckley, MD of @urbanriver about a range of topics including the impact Covid has had on the world of website #ecommerce, and some of the great projects Carl and his team have been working on recently. Set your reminders now! #Tech https://t.co/QVekIkR9Y1",Invest SouthTyneside,4361,2573,South Tyneside,False,0,0,2020-10-29 12:52:32
253,"@CBSThisMorning @MarkMeadows Covid covid covid, you're fired fired fired. American people are tired of you. @realDonaldTrump @CBSThisMorning @LanaZak",Jerry G,232,1,"Pennsylvania, USA",False,0,0,2020-10-29 12:52:32
254,France and Germany thrust into lockdown as second COVID-19 wave sweeps Europe https://t.co/ZjFTJg3NFZ,Katia Samuelson,3983,630,,False,0,0,2020-10-29 12:52:32
255,"@SuperLeague's latest Covid test results have been confirmed

https://t.co/O1wKapg7Q1",Warrington Sport,19248,2224,"Centre Park, Warrington",False,0,1,2020-10-29 12:52:32
256,"@Hef0 He caught COVID, AND votes for the reason he got COVID?",Aaron,28785,229,Texas,False,0,0,2020-10-29 12:52:32
257,"As the fight to contain Norfolk’s largest single outbreak of Covid-19 continues, the question on people’s lips is: ‘What next for our county?’ https://t.co/78c7vI03MW",Wymondham and Attleborough Mercury,12282,1784,South Norfolk,True,0,0,2020-10-29 12:52:32
258,Regeneron Releases Positive Trial Data For Covid Antibody Treatment As It Seeks Emergency FDA Authori... via @forbes https://t.co/o8lCDsDkiX #regeneron,John Baresky Healthcare And Content Marketing Guy,5900,2779,"Park Ridge ( Chicago ), IL",False,0,0,2020-10-29 12:52:31
259,"Britain pressed to follow French and German lockdowns as COVID rates surge https://t.co/zYIiMWqfMf https://t.co/nmfdi2xWLj
Trump || wizkid
#NASSPassPIBNow",DJ SWITCH,6028,742,Just behind you,False,0,0,2020-10-29 12:52:31
260,@sameen_mohsin Ya. COVID certainly assisted with that task,Rohail,2791,709,"Washington, DC",False,0,0,2020-10-29 12:52:31
261,Ottawa's charities are not immune to the economic impact of COVID-19. Decreasing fundraising revenue may affect their ability to provide support. #covid19 #pandemic #ottnews #charities https://t.co/RyTL3aF7YD https://t.co/GegFcC4FXR,Capital Current,2147,1048,"Ottawa, Ontario",False,0,0,2020-10-29 12:52:31
262,@Scotty17250092 @prit_lad1 @piersmorgan Everybody is reporting it as Covid-19 not just Piers. It's a national headline story.,Ian Hopper,82,5,,False,0,0,2020-10-29 12:52:31
263,@YaGirlKass there’s one in Vegas tomorrow 🥴 lmfaooo too bad cuz of covid lol,sila 🇹🇴,40193,942,"Las Vegas, NV",False,0,0,2020-10-29 12:52:30
264,"@charliekirk11 Trump thinks you're stupid cause he lies to you and fvcked up covid and the economy so much he expects people to still vote for him...

Also, as corrupt as they come...",Ivana P 🌹👀‼️,12206,182,"Michigan, USA",False,0,0,2020-10-29 12:52:30
265,"The very terrorists training other terrorists to terrorize the very nations they genocide and steal from.

Where's ISIS these days? Hiding from COVID?

Do we all still believe in the ""lone terrorist""? I surely don't!

There's no Nuremberg. There's no Hague. There's no ICC. https://t.co/vLrPq7ijlN",Joanna Justice💫,70445,5583,Global🌎 🚫No lists,False,0,0,2020-10-29 12:52:29
266,@DonaldJTrumpJr Did we gain back all of our COVID-19 losses? Oh we didn't? Only 60% you say? Got it.,Damien Lolos,1224,61,"New York, NY",False,0,0,2020-10-29 12:52:29
267,Record 200 days with no virus cases makes Taiwan the envy of the world. Here's how it kept Covid out. https://t.co/xkq880OHtg via @business,B. Sargent Noble,144997,200,"Colorado, USA",False,0,0,2020-10-29 12:52:29
268,I miss when we all had ligma instead of COVID,Andy,3,4,,False,0,0,2020-10-29 12:52:29
269,Need cash because #COVID19 cost you your job? Our CPA says there are options to consider. https://t.co/3wCbXufzFp @nysscpa #ROC #FLX @News_8,Mark Gruba,17556,3851,"Rochester, NY",True,0,0,2020-10-29 12:52:29
270,"@kirstiealley Brought my 92-yr-old Mom home fr surgery recuperation in a NYC nursing home a wk before it locked down. Staff lobbied to keep her, fighting her doctors &amp; me even as a car waited. They already had Covid patients. 50+ have since died. It's on the Cuomo list. All about $$",Maria Lowndes Sevely,5037,820,New York,False,0,0,2020-10-29 12:52:29
271,"@mdimagritt Hi Matteo, have you seen this site that tracks how much public money countries are spending on different energy types in COVID recovery packages? Thought you might be interested - you can sign up to their newsletter at the bottom https://t.co/Cm0RzKLsMV",EnergyBoom,15958,29250,Everywhere,False,0,0,2020-10-29 12:52:28
272,@Conservatives @BorisJohnson Will these new officers combat crime or enforce Covid restrictions? As your priorities appear to be to lean towards the latter.,Mark grange,707,152,"Marske-by-the-Sea, England",False,0,0,2020-10-29 12:52:28
273,@realDonaldTrump Severely condemned. The CCP COVID-19  brings the most serious harm to human and Americans beings. A devastating blow to humans.,Han9,255,13,"New York, NY",False,0,0,2020-10-29 12:52:28
274,An excellent lunchtime read on how Yangon has framed it #covid response... a throwback to when the  media mix was en vogue! https://t.co/trffy4qH0T,"Kulbir Singh Sandhu, MCIPR (he/him)",2666,602,"London, England",False,0,0,2020-10-29 12:52:28
275,"@realDonaldTrump Where are any of your plans??? Covid, medical, economics all we here is slamming others!!!!!",Nathan Kreutter,625,7,,False,0,0,2020-10-29 12:52:28
276,Western Law and Torys LLP create student bursaries for COVID-19 relief https://t.co/BufHzog7Zx,Legal Yankee,5218,512,London,False,0,0,2020-10-29 12:52:28
277,This is a slap in the face to all the families who are missing loved ones due to the administration's bungling of COVID-19 response. https://t.co/mesjrMYZSE via @politico,GinaTweeta,144,6,,False,0,0,2020-10-29 12:52:27
278,@ForecasterEnten with fox turning around and bashing democrats for their handling of covid-19 because all of a sudden those fuckers will have amnesia about last 4 years,TheFloridaMan,4509,28,"Florida, USA",False,0,0,2020-10-29 12:52:27
279,@KamalaHarris This is such a terrible lie. Mnuchin has been trying for months but Nancy demanded people in well run states bail out decades of spending in poor run states. Nothing to do with Covid. Just a money grab.,Rich Einhorn,2939,65,"Fairfax Station, VA",False,0,0,2020-10-29 12:52:27
280,@herdingdata @scotgov It's on the last page of the third doc here: https://t.co/EMcOys1Q3p (this probably only went live in the last few minutes),Beth Fraser,2449,601,"Edinburgh, Scotland",False,0,0,2020-10-29 12:52:26
281,"@achyuta_samanta This is another milestone strengthening further our state's fight against Covid-19.
This shows how much our Honourable CM of Odisha is concerned for Health issues of people of Odisha.
He has been making all out efforts for containment and treatment of Covid-19 patients.
🙏🙏🙏",Bijoy Kumar Mishra,7491,49,Bbsr,False,0,0,2020-10-29 12:52:26
282,"COVID-19: Ogun Orders Full Reopening Of Churches, Mosque, Hotels https://t.co/Cn1vK8OiRi",Aproko247,16162,1199,"Ogba, Lagos",False,0,0,2020-10-29 12:52:26
283,@PeachyVision Covid getting replace by the next virus https://t.co/mHSH4r3KAx,fatal,335,37,"Chicago, IL",False,0,0,2020-10-29 12:52:25
284,"New jobless claims fell to a seven-month low, but remain at historically high levels, as a resurgence in Covid-19 cases threatens the economic recovery #WSJWhatsNow https://t.co/SU59pqpUSG",The Wall Street Journal,321848,18151953,"New York, NY",True,4,4,2020-10-29 12:52:25
285,"It's all ""Shutting down again will iNfRiNgE oN mY rIgHtS!"" until hospitals reach capacity again and they'll have to triage YOUR severe case of covid.",👻 Spooky Rashina 🎃,1646,755,"New Haven, CT",False,0,0,2020-10-29 12:52:25
286,"You won’t pay back COVID stimulus package if I win – Mahama to traders
https://t.co/GvXe1hFapD https://t.co/ihP4H7Ex9Z",Hot News Africa,1576,30,,False,0,0,2020-10-29 12:52:25
287,"@GovRonDeSantis The government agreed to pay $ 375 million to Eli Lilly for 300,000 doses of his experimental antibody treatment against Covid-19, a drug similar to that received by President Donald Trump.
Lilly will begin distributing doses within two months, after receiving an emergency use.",Bryan Taylor,671,2,,False,0,0,2020-10-29 12:52:25
288,"1. Nothing about this is true. 2. He is mocking masks as of the moment, 227,700 people have died of COVID. While experts say masks are remarkably effective. Want to get back to 'normal' - wear a mask. (And not like the guy over 45's shoulder.) https://t.co/iXAKciVWUz",cdorobek,69691,8074,"iPhone: 38.928215,-77.055840",False,0,0,2020-10-29 12:52:25
289,Singapore website seeks Covid recovery with 'jobs of the future' https://t.co/Qy7OsNcHdM #singapore #jobs,Singapore Jobs,17466,1820,Singapore,False,0,0,2020-10-29 12:52:25
290,"All good until someone accidentally inhales all that COVID-19 back in

Singapore firm invents ultra-fast coronavirus breathalyser test https://t.co/jof6Oqw1Xx",Matt,39864,227,,False,0,0,2020-10-29 12:52:25
291,“Hundreds of Trump supporters stuck in the cold for hours when buses can’t reach Omaha rally”. I have no sympathy. There’s no ‘tripwire’ @ 65 that suddenly makes u a dolt. Everyone there knew abt covid &amp; cold weather. They reap what they sow.   https://t.co/nxQ71u5vfh,VanMeterN,8067,45,,False,0,0,2020-10-29 12:52:25
292,@quietflight72 @BrennaSpencer Your response is as absurd as Trump’s COVID-19 math (more sick because more tests).,Viking dietrich,129,5,,False,0,0,2020-10-29 12:52:24
293,"TRUTH - ""Right now, the best thing anybody who wants a high school winter sports season in Maine can do is wear a mask when out and maintain social distancing. The best case for allowing winter sports to proceed can only be made if COVID-19 cases in Maine begin to decline."" https://t.co/iDrQPfiEkX",Mike Salisbury,12993,827,Maine,False,0,0,2020-10-29 12:52:24
294,"Now that Trump has COVID, he gets the best experimental treatment from scientists.  

He wanted you to inject bleach and stick a light up your ass.

 And he's dumb as shit.

Hey Magats - can you see the con yet? 07:51:33 https://t.co/q60aBGNx17",TuskBot - the Walrus of Justice,183881,1028,,False,0,0,2020-10-29 12:52:24
295,COVID-19 is Accelerating Voice Technology Adoption Despite Accuracy Issues: Adobe Survey - https://t.co/7GGC0nYvwm https://t.co/vTIFIiXLKY,Todd Nicolini Insights,59069,2000,"Washington, DC",False,0,0,2020-10-29 12:52:23
296,"@CallumLeahy1 @John39595166 @laserlipstick @JonathanPieNews He’s trying to argue against any logic to do with COVID. His solution would be “open everything, survival of the fittest!” How well that has worked for Trump. Also ignoring the fact that deaths are soaring in the UK now people are ignoring guidance and everything’s opened up.",randomguy,4650,107,"Salford, England",False,0,0,2020-10-29 12:52:23
297,"Thoughts on 3 main challenges to our societies this year, views of University of Bradford research academics. @UniofBradford @UoBPaMS 
https://t.co/Bl7L3pp0dB",Dr Liz Breen,2896,447,"Bradford, England",False,0,0,2020-10-29 12:52:23
298,"Flipping terrifying! Covid-19: Nearly 100,000 catching virus every day - study #CloseTheBorders https://t.co/f7RDOLee47",Moz Bulbeck Reynolds,8512,613,"London, England",False,0,0,2020-10-29 12:52:23
299,"After what I've seen today at a crowded #caffenero headingley (not a single mask, no social distancing, etc), I believe only going to a full lockdown will bring the community transmissions down....#covid @LeedsCC_News",Ivan 🎗 ⚽,18792,578,,False,0,0,2020-10-29 12:52:23
300,"@redturn2 You know that everyone saw you out celebrating with your team and spreading COVID, right?  This tweet won't age well.  #COVIDIOT #SuperSpreader",Otis' Mama,618,46,"Toronto, Ontario 🇨🇦",False,0,0,2020-10-29 12:52:23
301,"As the Covid-19 has imposed a ""new normal"" onto our lives, digital transactions are on the rise. With an increased need for secure #eAuthentication and #eSignature. Read our article to discover how this can be achieved. #digitalid #QTSP #eIDAS 
https://t.co/KHkLjc20ib https://t.co/tevyPQIePS",Zetes PeopleID 👪🆔,136,66,,False,0,0,2020-10-29 12:52:23
302,"@realDonaldTrump Stock market tumbles
Covid cases reach record highs
Stranded voters in Omaha in freezing cold

Welcome to Trump's closing week.",AP,1619,317,"San Francisco, CA",False,3,0,2020-10-29 12:52:22
303,"Congratulations!  And now, what with COVID, you can make it to 8 easy.
@senrobportman https://t.co/XNuRddpiws",Thankful Pond,28841,2538,USA,False,0,0,2020-10-29 12:52:22
304,"Live in Harris County? Impacted by COVID-19? You may be eligible for assistance for rent, utilities, childcare, food, healthcare, and more. Find out more information at https://t.co/SWxfvzffmb. https://t.co/T5rdSKdOAh",Harris County Precinct 4 Commissioner's Office,3325,1839,"Houston, TX",False,0,0,2020-10-29 12:52:22
305,@SlugHairy @liamhall86 @JamesMelville Despite all the evidence that they do. https://t.co/dTIviCjZaO,Chris Miller,24610,11155,,False,0,0,2020-10-29 12:52:22
306,"@SteveBakerHW This has worked for years. I'm sorry but the data just doesn't agree with the hysteria around covid, no matter how much the Govt or its expert shills want to spin it. Wearing a mask is unnecessary &amp; is probably spreading all viruses, of which there are many around at the moment! https://t.co/A1nO2INMWK",Little Bee 🐝,3646,510,the Nanny State #BonkersBoris ,False,0,0,2020-10-29 12:52:22
307,"@APPOLICE100 @EGPOLICEAP @PMOIndia @HMOIndia @AndhraPradeshCM @AndhraPradeshHM @bygovernancenow We are very very proud, because our police' dept got more awards other than states in india...
Congratulations to all of you..they did such a hard work ,and service, during covid 19 ..time..",Khan N Khan,101,1,,False,0,0,2020-10-29 12:52:22
308,@GOPChairwoman @realDonaldTrump You forgot the part about it coming after the fastest and furthest decline in history in previous quarters.  Still not back to pre Trump Covid failure.,RockSez,654,3,,False,0,0,2020-10-29 12:52:21
309,@JeffreyAWillia4 @Gambiste1 ...and indicating a nice pop today. Question is whether you want to own this when a post-COVID environment approaches.,SmallCapKing,88,44,,False,0,0,2020-10-29 12:52:21
310,"With the holidays on the horizon, COVID-19 mitigation efforts on campuses and in surrounding communities are as important as ever. https://t.co/7e3fMnkP3v",ahealthierphilly,14320,1124,"Philadelphia, PA",False,0,0,2020-10-29 12:52:21
311,Link:  https://t.co/8MPyZatJwH,Cde. Chuck Hamilton #FuckThePolice,121162,996,"Chattanooga, TN, USA",False,0,0,2020-10-29 12:52:19
312,Didn't come in contact directly with covid 19 was baptized young and accepted and was reborn older. and this corona virus you may or may not worry about it still made me want to slow down and enjoy and appreciate people places life and living in a whole new light,JAY HOVA aka HOODSTAR,5765,375,va,False,0,0,2020-10-29 12:52:19
313,"@realDonaldTrump ABSURD—Trump's closing argument is the US is rounding the corner on Covid even though there were a record 500,000 new cases last week, 81,181 new cases Wednesday &amp; 1,016 Americans died—Hospitalizations up 46% &amp; stock market so alarmed it plunged 900 points https://t.co/6YRjdUZ4eL",Steven Greenhouse,51961,50776,New York,True,4,1,2020-10-29 12:52:19
314,seriously time2 covid ni pergi visit company?? owner nak layan ke 😂😂 pelik2 je assignment 🥴,°,13139,133,,False,0,0,2020-10-29 12:52:18
315,"Cabinet Minister of Maharashtra Dilip Walse Patil Tested Covid 19 Positive

https://t.co/SXiMuN0Uvw",Gallinews.com,29941,13134,India,False,0,0,2020-10-29 12:52:17
316,@CBPMarkMorgan @WhiteHouse #226KDeadAmericans #COVID__19 on @realDonaldTrump watch https://t.co/CxXXfkeZij,MJSondmer,4352,13,,False,0,0,2020-10-29 12:52:17
317,"Three years ago today, another casualty to covid 😢 lets hope we can get back in the woods next year https://t.co/zFft1bwrcz",Jeremy Booth,229,147,"East, England",False,0,0,2020-10-29 12:52:17
318,"Easy Credit Facilitation, Overseas Trials India Sees Opportunity to Make Covid Vaccine Cheaper https://t.co/SxUjPWZDYr",ExBulletin,238241,166,UK,False,0,0,2020-10-29 12:52:16
319,"Special Report: As jails free thousands amid COVID-19, reform push takes root https://t.co/ijciH7I3Fi",no justice - just us. ⌛️,987119,3646,Singapore,False,0,0,2020-10-29 12:52:16
320,"BIDEN shutting us down will destroy us...WITH THESE NUMBERS: (today from CDC) One is too many, but KEEP numbers in CONTEXT: Tells a different story...
U.S. Covid cases/recovered- 8.683M out of 363M populatton = 2.39% caught/recovered
DEATHS = 225,073/363M US population = .062%",MJ LoveUSA,213,0,,False,0,0,2020-10-29 12:52:15
321,ECB leaves policy unchanged as Europe returns to lockdown https://t.co/RyOlHWrIaV,Yahoo Finance UK,17164,14332,London,True,0,0,2020-10-29 12:52:15
322,I’m tired of this COVID shit dawg wtf!,Smalls,109851,485,,False,0,0,2020-10-29 12:52:15
323,"⁦@JamesMelville⁩ James, please argue your point to ⁦@devisridhar⁩ This is extremely serious and I’m hoping you reconsider your position on COVID response https://t.co/iLs27Y8Ain",NatureTherapyCo,1941,202,Kingdom of Fife,False,0,0,2020-10-29 12:52:14
324,"@susan_merrell “In the worst case scenario – shouting or singing in a closed space for an hour – a person with Covid-19 releases 1,500 infectious doses.” No thank you to ANY holiday gatherings this year",Megan Galbraith,11259,2155,"The Collar City, NY",False,1,0,2020-10-29 12:52:14
325,"France And Germany Close Theaters And Concert Halls As Second Wave Of COVID Intensifies: 

“Starting Friday, France will go into a nationwide lockdown with just schools and essential businesses staying open until Dec. 1, while in Germany, the new measure… https://t.co/L6ueDCoiF1",ArtsJournal,65435,18080,"Seattle, WA",False,1,1,2020-10-29 12:52:14
326,"The Kroger Co. has begun offering customers rapid antibody COVID-19 testing and plans to roll out the service to all of its 2,200-plus pharmacies.
https://t.co/Dw1u8mpCpj https://t.co/TzdttQgRIf",AVC News,10297,1858,"Cambridge, Ohio",False,0,0,2020-10-29 12:52:14
327,if you have covid and you’re knowingly going out to the public and exposing others... you really suck.,Momma Marsh💗💫,39175,1686,,False,0,0,2020-10-29 12:52:14
328,If you believe it’s true that COVID is exploding again a week before the election I have some ocean front property in Arizona to sale you. Beautiful year round. 🤣#COVID #Trump2020,Tyler Moody,3029,227,"ÜT: 34.940819,-83.855039",False,0,0,2020-10-29 12:52:14
329,"Actually, mortality of Covid is higher than treated heart attack in 65+ years old. But sure, stats can prove anything https://t.co/oba385tQLA",Damian Caraballo MD,12782,1115,"Florida, USA",False,0,0,2020-10-29 12:52:13
330,"Celebrating your birthday during COVID.
...
Wait.
...
Celebrating ANY birthday be like....
...
...
#birthdaygirl #birthday #celebrate #wine #22birthday https://t.co/DPlDm2I78X",World On The Fly,275,68,United States,False,0,0,2020-10-29 12:52:13
331,@DonaldJTrumpJr Severely condemned. The CCP COVID-19  brings the most serious harm to human and Americans beings. A devastating blow to humans.,Han9,255,13,"New York, NY",False,0,0,2020-10-29 12:52:12
332,@gerasimoss Just stating the current situation: The Dutch public health institute RIVM still reports (last update 26-10-2020 | 14:24) that the proven effect of mouth masks is small https://t.co/p0UHeDq9R8,Joël Karel,202,68,Maastricht,False,0,0,2020-10-29 12:52:11
333,@piersmorgan COVID RELATED !,ssjane18,2561,42,"Dudley, England",False,0,0,2020-10-29 12:52:11
334,"Nothing new: Almost 59% of deaths are among those 75 and older, according to CDC, despite the fact that they account for a mere 7.2% of cases. Those under 50 account for nearly 65% of the COVID-19 cases, but a tiny 5% of deaths. https://t.co/j3ganp7j9R",Bill Steigerwald,2685,300,Pittsburgh,False,0,0,2020-10-29 12:52:11
335,"@berniespofforth @drumcodeuk But this is Corona virus cases - Not specifically #COVID-19 or #SARS-COV2
The common cold is a Corona virus
If you don't understand this you can easily be tricked into thinking Peru has a lot of very sick people
That's why lock downs don't work - we're counting people with a cold",Mister Rantbottom,3907,132,"Bot, living in a bot farm somewhere in the UK",False,0,0,2020-10-29 12:52:11
336,It may be time to reset expectations on when we’ll get a Covid-19 vaccine https://t.co/B7D3TpGA8X via @statnews,Herb Scribner,94179,6187,"Salt Lake City, UT",True,0,0,2020-10-29 12:52:10
337,"Deped Be like: We have finally beaten Covid-19

Also DepEd: Kills students by depression

#AcademicFreeze 
#AcademicFreezeNOW",PotatoGamer1227 #AcademicFreezeNOW,11,1,,False,0,0,2020-10-29 12:52:10
338,"@TrumpWarRoom Covid rates are soaring,Trump and the Trump Admin are total failures without a plan.",paulo80,1138,4,,False,0,0,2020-10-29 12:52:10
339,@Leopard_Skinnn Order out...it's covid outhere,Soccersoccersoccer S,2593,92,,False,0,0,2020-10-29 12:52:09
340,@RVAT2020 @SarahLongwell25 Pro-life until it comes 2 wearing a mask &amp; saving othr ppls lives. I don’t believe their pro-life bullshit 4 a min. Look @ the increase in Covid cases following ea of Trumps super spread events.,TBird,26215,1537,,False,0,0,2020-10-29 12:52:09
341,#XSXFridgeSweeps i would love to win this cause of covid I won't be able to afford an actual Xbox,Ayecha M.Garcia,26,4,,False,0,0,2020-10-29 12:52:09
342,"@realDonaldTrump Seniors, for the psychopath in the WH you are expendable.  In one sentence he stated that COVID affects the seniors but  it practically affects nobody.  Seniors for him are nobody.

https://t.co/5xhdbzPvXP",rafael salas,34383,42,,False,0,0,2020-10-29 12:52:09
343,"@lesliebrody @GovChristie @pdberger @jdeavila @KCarliniKing He's voting for the Covid president. 
Vote no on Covid.",G,81412,848,California,False,0,0,2020-10-29 12:52:09
344,"Just having a Facebook comment discussion aboht covid  and someone just said she has ""consultant friends from the North of England"" telling her it is not that worrying. FFS",Motaz,1496,287,"London, England",False,0,0,2020-10-29 12:52:08
345,"$GILD was around $64 before covid-19 started back last December.  With HIV revenue rising 8% and the addition of new FDA approved covid treatment adding $860 mil revenue, this trades at $58.50 when company grew 29% YoY. This is what's wrong with the market.  $IBB $SPY",udtrader,529,18,,False,0,0,2020-10-29 12:52:08
346,"Pre Covid (January)
May
Now

That pic from May is like one of the only ones I took then... I was going through it https://t.co/YndInbseL6 https://t.co/UXKz6NEWz5",🏳️‍🌈 Daithí Belladonna 🏳️‍🌈,40362,624,Theros,False,0,0,2020-10-29 12:52:08
347,@RichShannon21 @jjgarrey1995 You realize we can literally do anything in this country with a mask. Wearing one has zero effect on what you did prior to Covid lol,SPOOPYTHICC,42834,449,Mother Blue's,False,1,0,2020-10-29 12:52:07
348,United Airlines opens door to transatlantic travel with free Covid testing : CityAM https://t.co/86tujwYrPx | $BAC $SAVE $DAL $AAPL $TSLA $AAL $ALK $BA $JBLU $JETS $LUV $SPR $UAL $CCL $NCLH $RCL $DKNG $CZR $PENN,EUROPEAN TRADERS,21625,1902,Germany France Spain Italy  ,False,0,0,2020-10-29 12:52:07
349,"Will Hamilton County hit 'purple,' Ohio's most serious COVID-19 spread designation? https://t.co/vy9h1c2WH6 via @enquirer",Laura Mazade,8095,1002,MI - KY - CO - MI - OH,True,0,0,2020-10-29 12:52:07
350,"@NuNoi21295963 @AngrierWHStaff Thank you, I did lose an internship opportunity because of covid too. Trying to find a job in this climate has been an experience. I have faith though and I'm praying we bring forth change. #BlueWave",Miss T,6694,189,,False,0,0,2020-10-29 12:52:07
351,New2Trip: Covid-19: Recruiting &amp; training skilled workforce to deliver mass vaccination https://t.co/xfFLW3mJkz,Trip Database,80467,4349,,False,0,0,2020-10-29 12:52:06
352,"@ZLewis2442 @umichwolverine1 @Moxter3 @BarstoolBigCat Why are you clinging to your single piece of anecdotal evidence like it matters anything in this discussion? If Wisconsin were the only program in the country to have a covid outbreak, then maybe, sure. Happy for Iowa State though.","matt, but at home",12158,245,Madison - Minneapolis,False,0,0,2020-10-29 12:52:06
353,@SteveBakerHW So nice to see how many people on this twitter feed are awake to the covid scam and relentless propaganda.  We all know the phoney PCR test is being used to manipulate the stats and the end game is to remove our freedoms. Why don’t you just admit it @SteveBakerHW,Helen Cooke,419,20,,False,0,0,2020-10-29 12:52:06
354,@SiobhanForCymru Covid?,neilfromneath,7730,230,"Neath, Wales",False,0,0,2020-10-29 12:52:06
